Ferran,FW
Kounde,DF
Joao Felix,FW
TerStegen,GK
Araujo,DF
Gundogan,MF
Lamine,FW
Gavi,MF
Fermin,FW
Cancelo,DF
Cristensen,DF
Raphinha,FW
Lewandowski,FW
DeJong,MF
Romeu,MF
Pedri,MF
SergiRoberto,MF
Balde,DF
Ansu,FW
Abde,FW
Iñigo,DF
Guiu,FW
